Label,EmailText
ham,I'll reach office by 10am. urgent
ham,"Hey, are we meeting later today? urgent"
ham,Did you finish the project presentation? reply
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,Don't forget to buy groceries on your way home. 
ham,Can you send me the report by evening? ok
ham,Call me when you are free. urgent
ham,Don't forget to buy groceries on your way home. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Call me when you are free. !!!
ham,Can you send me the report by evening? ok
ham,Call me when you are free. urgent
ham,Can you send me the report by evening? urgent
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
spam,"You have won a lottery of $10,000! Send your details immediately to claim. urgent"
ham,Call me when you are free. 
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. !!!"
ham,I'll reach office by 10am. !!!
ham,Did you finish the project presentation? reply
ham,See you at the gym later! now
ham,Can you send me the report by evening? pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Please find the attached document for your review. call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
ham,Please find the attached document for your review. now
ham,Did you finish the project presentation? pls
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Can you send me the report by evening? urgent
ham,Did you finish the project presentation? urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. call"
ham,Can you send me the report by evening? call
ham,Don't forget to buy groceries on your way home. ok
ham,Can you send me the report by evening? ok
ham,Don't forget to buy groceries on your way home. pls
ham,Meeting got postponed to next week. reply
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,Call me when you are free. !!!
ham,"Hey, are we meeting later today? "
ham,Did you finish the project presentation? call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,Please find the attached document for your review. ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Please find the attached document for your review. !!!
ham,See you at the gym later! now
ham,Don't forget to buy groceries on your way home. !!!
ham,See you at the gym later! now
ham,Meeting got postponed to next week. reply
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
ham,Don't forget to buy groceries on your way home. 
ham,Can you send me the report by evening? !!!
ham,"Hey, are we meeting later today? !!!"
ham,Can you send me the report by evening? call
ham,Let's have lunch tomorrow at 1 pm. reply
ham,"Hey, are we meeting later today? urgent"
ham,Don't forget to buy groceries on your way home. ok
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
ham,See you at the gym later! ok
ham,Call me when you are free. call
ham,Can you send me the report by evening? call
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,"Hey, are we meeting later today? urgent"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. ok
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,Don't forget to buy groceries on your way home. 
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Did you finish the project presentation? pls
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. "
ham,Call me when you are free. now
ham,Call me when you are free. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. call
ham,Call me when you are free. urgent
spam,WINNER!! As a valued customer you have been selected for a £900 reward! reply
ham,Meeting got postponed to next week. !!!
ham,"Hey, are we meeting later today? pls"
ham,Please find the attached document for your review. !!!
ham,Did you finish the project presentation? ok
ham,Let's have lunch tomorrow at 1 pm. call
ham,Call me when you are free. !!!
ham,Please find the attached document for your review. call
ham,I'll reach office by 10am. call
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,I'll reach office by 10am. now
ham,I'll reach office by 10am. 
ham,See you at the gym later! !!!
ham,Please find the attached document for your review. !!!
ham,Call me when you are free. ok
ham,Can you send me the report by evening? call
ham,Call me when you are free. pls
ham,I'll reach office by 10am. !!!
ham,Did you finish the project presentation? urgent
ham,Meeting got postponed to next week. reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,"Hey, are we meeting later today? reply"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. now
ham,Meeting got postponed to next week. ok
ham,Meeting got postponed to next week. !!!
ham,Don't forget to buy groceries on your way home. ok
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
ham,See you at the gym later! now
ham,See you at the gym later! ok
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,Please find the attached document for your review. reply
ham,Can you send me the report by evening? call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. now
ham,Call me when you are free. call
ham,Call me when you are free. pls
ham,I'll reach office by 10am. !!!
ham,See you at the gym later! ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,I'll reach office by 10am. reply
ham,See you at the gym later! urgent
ham,"Hey, are we meeting later today? urgent"
ham,"Hey, are we meeting later today? ok"
ham,Let's have lunch tomorrow at 1 pm. call
ham,Don't forget to buy groceries on your way home. 
ham,Don't forget to buy groceries on your way home. urgent
ham,"Hey, are we meeting later today? now"
ham,I'll reach office by 10am. reply
ham,Meeting got postponed to next week. pls
ham,"Hey, are we meeting later today? urgent"
ham,Call me when you are free. call
ham,Meeting got postponed to next week. now
ham,See you at the gym later! call
ham,Please find the attached document for your review. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Meeting got postponed to next week. !!!
ham,I'll reach office by 10am. urgent
ham,Don't forget to buy groceries on your way home. call
ham,Call me when you are free. pls
ham,Can you send me the report by evening? !!!
ham,I'll reach office by 10am. 
ham,Don't forget to buy groceries on your way home. ok
ham,I'll reach office by 10am. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,Did you finish the project presentation? reply
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,Please find the attached document for your review. pls
ham,Meeting got postponed to next week. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,Did you finish the project presentation? pls
ham,Don't forget to buy groceries on your way home. reply
ham,Did you finish the project presentation? urgent
ham,"Hey, are we meeting later today? !!!"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. urgent"
ham,See you at the gym later! ok
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,See you at the gym later! !!!
ham,Please find the attached document for your review. 
ham,Can you send me the report by evening? pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! now"
ham,"Hey, are we meeting later today? call"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. !!!"
ham,Meeting got postponed to next week. pls
ham,Please find the attached document for your review. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. !!!"
ham,Meeting got postponed to next week. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,I'll reach office by 10am. urgent
ham,Meeting got postponed to next week. !!!
ham,Please find the attached document for your review. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
ham,Call me when you are free. ok
ham,"Hey, are we meeting later today? !!!"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Meeting got postponed to next week. now
ham,Did you finish the project presentation? now
ham,Can you send me the report by evening? reply
ham,Can you send me the report by evening? 
ham,Call me when you are free. now
ham,Call me when you are free. now
ham,I'll reach office by 10am. pls
ham,Meeting got postponed to next week. !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. now
ham,Please find the attached document for your review. urgent
